procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3788776 1014104 6978512    0    0    10   170  234  547  1  0 99  0  0
 0  0      0 3801952 1014112 6978584    0    0    10    69  497 1051  1  0 98  0  0
 1  0      0 3802472 1014112 6976700    0    0    10   218  273  640  1  0 99  0  0
 0  0      0 3801788 1014112 6978588    0    0    11   221  255  653  1  0 99  0  0
 0  0      0 3801032 1014116 6978596    0    0    11    20  268  590  1  0 99  0  0
 0  0      0 3792572 1014304 6979096    0    0    10  1178  604 1959  1  0 98  0  0
 0  0      0 3793616 1014308 6979104    0    0    11    28  321  546  1  0 99  0  0
 0  0      0 3796420 1014316 6979112    0    0    10   390  273  626  1  0 99  0  0
 0  0      0 3796172 1014316 6979116    0    0    11    21  238  534  0  0 99  0  0
 0  0      0 3790644 1014320 6979116    0    0    10   230  269  593  1  0 99  0  0
 0  0      0 3790900 1014320 6979108    0    0    13   153  265  559  0  0 99  0  0
 0  0      0 3752812 1014324 7024972    0    0    13    25 1788 2539  2  0 98  0  0
 0  0      0 3805180 1014324 6985368    0    0    10   150 2621 2845  2  1 97  0  0
 0  0      0 3803956 1014328 6983388    0    0    10   349  514 1332  1  0 99  0  0
 1  0      0 3781716 1014328 7005608    0    0    13   370 1307 2666  2  1 97  0  0
 0  0      0 3759396 1014336 7025176    0    0    13    81 2755 4005  3  1 97  0  0
 0  0      0 3810840 1014336 6974376    0    0    11   329 1223 2989  3  1 96  0  0
 0  0      0 3800364 1014604 6974316    0    0    13   915  770 2056  1  0 98  0  0
 0  0      0 3799928 1014608 6976256    0    0    10   329  398  853  0  0 99  0  0
 0  0      0 3798416 1014608 6976264    0    0    13   120  260  577  0  0 99  0  0
 0  0      0 3803480 1014608 6973192    0    0    10   277  514 1258  1  0 99  0  0
 0  0      0 3802932 1014608 6972676    0    0    13    26  324  688  1  0 99  0  0
 0  0      0 3816448 1014608 6962240    0    0    10   221  298  647  1  0 99  0  0
 0  0      0 3823096 1014616 6962280    0    0    13  1353  502  775  1  0 99  0  0
 0  0      0 3821336 1014616 6962284    0    0    12  4121  284  671  1  0 99  0  0
 0  0      0 3820608 1014616 6962284    0    0    11    30  283  603  0  0 99  0  0
 0  0      0 3817608 1014616 6962312    0    0    11    47  301  726  1  0 99  0  0
 0  0      0 3821136 1014616 6960244    0    0    11   314  265  588  1  0 99  0  0
 0  0      0 3820132 1014616 6962296    0    0    13    47  255  561  0  0 99  0  0
 0  0      0 3811120 1014968 6962308    0    0    12   926  575 1952  1  0 98  0  0
 0  0      0 3810868 1014972 6962308    0    0    12   299  288  620  1  0 99  0  0
 0  0      0 3730432 1014976 6971136    0    0    12   515  796 2649  1  1 98  0  0
 0  0      0 3750052 1014988 6971576    0    0    12   111  645 1411  1  0 98  0  0
 0  0      0 3738732 1014992 6971496    0    0    12   101  328  713  1  0 99  0  0
 0  0      0 3778368 1014996 6963028    0    0    12   452  300  669  1  0 99  0  0
 0  0      0 3799584 1014996 6962968    0    0    12    65  764  870  1  0 99  0  0
 0  0      0 3799148 1015000 6962968    0    0    12   236  250  581  0  0 99  0  0
 1  0      0 3801756 1015004 6962988    0    0     1   287  403  837  1  0 99  0  0
 0  0      0 3805300 1015008 6962980    0    0    24    38  337  793  1  0 99  0  0
 0  0      0 3831300 1015016 6962980    0    0    12   269  263  576  1  0 99  0  0
 0  0      0 3791248 1015016 6963560    0    0    13   216  744 2195  2  0 98  0  0
 0  0      0 3798552 1015208 6963640    0    0    13   905  627 2111  1  0 98  0  0
 0  0      0 3798804 1015212 6963628    0    0    12   103  279  650  1  0 99  0  0
 0  0      0 3798328 1015212 6963624    0    0    12   509  254  547  0  0 99  0  0
 0  0      0 3798080 1015212 6963628    0    0    13    78  350  649  1  0 99  0  0
 0  0      0 3753604 1015212 6995332    0    0    12   203 1655 3214  2  1 97  0  0
 1  0      0 3769516 1015212 7006504    0    0    13   269 1615 2974  2  1 97  0  0
 0  0      0 3770136 1015212 7010044    0    0    13    63 3396 5837  4  1 95  0  0
 0  0      0 3774180 1015212 7020772    0    0    12   214 3171 4116  2  1 97  0  0
 0  0      0 3834260 1015212 6963168    0    0    14   230  987 1142  1  0 99  0  0
 0  0      0 3828020 1015212 6962960    0    0    14   196  426  905  1  0 99  0  0
 0  0      0 3779776 1015212 7007800    0    0    14    66 1368 3120  2  1 97  0  0
 0  0      0 3765508 1015212 7021808    0    0    12   358 1604 2258  1  1 98  0  0
 0  0      0 3818424 1015600 6962820    0    0    14   933 3524 3199  1  1 98  0  0
 1  0      0 3817460 1015604 6962820    0    0    12    22  548  787  1  0 99  0  0
 0  0      0 3817740 1015612 6962816    0    0    12   296  288  601  0  0 99  0  0
 0  0      0 3800388 1015612 6968560    0    0    14   186  943 1453  1  0 99  0  0
 0  0      0 3815988 1015612 6962688    0    0    14   160  568 1439  1  0 99  0  0
 1  0      0 3819580 1015616 6962576    0    0    14    30  481 1198  1  0 99  0  0
 1  0      0 3759564 1015624 7026356    0    0    12   248 2943 5491  4  1 95  0  0
 0  0      0 3770100 1015628 7012860    0    0     2   223 1098 2317  2  0 98  0  0
 0  0      0 3810296 1015632 6977476    0    0    14   192 1136 2315  2  1 98  0  0
 0  0      0 3758536 1015644 7021464    0    0    14   328 1709 2444  2  1 98  0  0
 1  0      0 3749912 1015644 7032304    0    0    12   222 2899 3378  2  1 97  0  0
 2  0      0 3759220 1015644 7022956    0    0    14   154 3636 3709  2  1 97  0  0
 0  0      0 3735252 1015820 7028676    0    0    12  1071 3032 4051  2  1 97  0  0
 1  0      0 3797432 1015824 6967144    0    0    23    65 1505 1413  1  0 99  0  0
 0  0      0 3796552 1015824 6971380    0    0    12   411 3226 3884  3  1 97  0  0
 0  0      0 3745536 1015832 7019964    0    0    12   322 2744 3123  2  1 97  0  0
 0  0      0 3782360 1015832 6977984    0    0    13    22 3152 2785  1  1 98  0  0
 0  0      0 3784900 1015832 6981172    0    0    12   235 3097 3951  3  1 96  0  0
 0  0      0 3809340 1015836 6972412    0    0    12   190 2671 1940  1  0 99  0  0
 0  0      0 3806864 1015836 6969044    0    0     1    21 3598 3604  2  1 98  0  0
 0  0      0 3795788 1015836 6981168    0    0    12    18 2322 1731  1  0 99  0  0
 0  0      0 3808460 1015840 6969116    0    0    13   249 3236 2838  2  1 98  0  0
 0  0      0 3795060 1015848 6983696    0    0    14   412 3591 4983  3  1 96  0  0
 0  0      0 3792596 1015848 6985020    0    0    13   293 3035 3822  2  1 97  0  0
 0  0      0 3802212 1016016 6973416    0    0    14   897 2944 3984  2  1 97  0  0
 1  0      0 3745132 1016020 7030560    0    0    14   350 2347 3177  2  1 97  0  0
 0  0      0 3717924 1016020 7051104    0    0    26    58 2698 3490  2  1 97  0  0
 0  0      0 3768756 1016040 7012692    0    0     2   338 3903 5547  4  1 95  0  0
 0  0      0 3797160 1016044 6985828    0    0    15   148 2934 3317  2  1 97  0  0
 0  0      0 3737720 1016048 7046096    0    0    14   479 3371 4489  3  1 96  0  0
 0  0      0 3804288 1016048 6978828    0    0    27    24 2249 2311  1  0 98  0  0
 0  0      0 3812516 1016064 6969948    0    0    14   244  399  866  1  0 99  0  0
 0  0      0 3812768 1016068 6969952    0    0    15   206  329  655  1  0 99  0  0
 0  0      0 3812768 1016068 6969952    0    0    15   175  257  553  1  0 99  0  0
 0  0      0 3806776 1016072 6972004    0    0    15   229 2125 2053  1  1 98  0  0
 0  0      0 3807316 1016076 6979456    0    0    15    21 2600 2588  1  1 98  0  0
 0  0      0 3782240 1016312 6983240    0    0     2   951 2339 3876  2  1 97  0  0
 0  0      0 3798944 1016312 6970064    0    0    26   347  714 1823  1  0 99  0  0
 0  0      0 3731840 1016312 6977760    0    0   165   123 1281 3210  2  1 97  0  0
 0  0      0 3741144 1016368 6978376    0    0   165   758 2198 3047  2  1 98  0  0
 0  0      0 3740952 1016368 6978384    0    0   309    42  455  901  1  0 99  0  0
 0  0      0 3743336 1016368 6978376    0    0   162   367  399  906  1  0 99  0  0
 1  0      0 3767544 1016368 6975968    0    0   151    38  645 1460  1  0 99  0  0
 0  0      0 3767084 1016372 6975744    0    0    14   278  365  858  1  0 99  0  0
 2  0      0 3784308 1016376 6971692    0    0   323   281  719 1313  1  0 98  0  0
 0  0      0 3801892 1016380 6969140    0    0   165    78  384  826  1  0 99  0  0
 0  0      0 3805748 1016380 6969228    0    0   162   330  348  714  1  0 99  0  0
 2  0      0 3756012 1016388 7023016    0    0   163   378 3788 5673  4  1 95  0  0
 0  0      0 3744836 1016648 7012180    0    0   381   956 3963 7114  4  1 94  0  0
 0  0      0 3744828 1016652 7022540    0    0   162   117 2462 4176  3  1 96  0  0
 0  0      0 3763948 1016652 7006468    0    0   162  1280 4053 5944  4  1 95  0  0
 1  0      0 3768800 1016652 6999372    0    0   163    58 3305 2719  1  0 98  0  0
 0  0      0 3774468 1016656 6997360    0    0   163    75 3137 3075  2  1 98  0  0
 0  0      0 3775820 1016656 6997328    0    0   163    31  514 1309  1  0 99  0  0
 0  0      0 3781752 1016660 6997088    0    0   163   338  512 1286  1  0 99  0  0
 0  1      0 3779964 1016660 6998120    0    0   164   194  547 1342  1  0 99  0  0
 0  0      0 3752124 1016660 7036120    0    0   164   201 3225 5839  4  1 94  0  0
 0  0      0 3711992 1016660 7068664    0    0   162    89 3961 5244  3  1 96  0  0
 0  0      0 3747324 1016660 7037628    0    0   162   322 2339 3739  3  1 96  0  0
 0  0      0 3815348 1016664 6969020    0    0   162    52  787 1149  1  0 99  0  0
 0  0      0 3795520 1016756 6969092    0    0   149   949  772 2283  1  0 98  0  0
 0  0      0 3795504 1016756 6968876    0    0   162    18  387  856  1  0 99  0  0
 0  0      0 3796288 1016760 6968868    0    0   162   446  420  919  1  0 99  0  0
 0  0      0 3797056 1016768 6970932    0    0    28   108  423  930  1  0 99  0  0
