procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 218880 3569492 868520 4344588    0    0    16   258 4385 4831  2  1 97  0  0
 0  0 218880 3591764 868536 4340892    0    0    17    46 3186 4081  2  1 97  0  0
 1  0 218880 3594676 868540 4343256    0    0    16   295 2980 3699  1  1 98  0  0
 0  0 218880 3603940 868544 4332972    0    0    17    20 2931 3628  1  1 98  0  0
 0  0 218880 3606232 868544 4333332    0    0    16   205 3491 3728  1  1 98  0  0
 0  0 218880 3594640 868552 4343272    0    0    17    18 3104 4081  2  1 97  0  0
 1  0 218880 3595280 868680 4338592    0    0    16   586 3980 5270  2  1 97  0  0
 0  0 218880 3599820 868688 4330820    0    0    16    25 3379 3738  1  1 98  0  0
 0  0 218880 3598564 868696 4333004    0    0    16   510 3564 4110  2  1 97  0  0
 1  0 218880 3589568 868700 4331536    0    0    17    40 3031 3767  1  1 98  0  0
 0  0 218880 3586556 868708 4335744    0    0    17   202 3052 4493  2  1 98  0  0
 0  0 218880 3602712 868712 4327764    0    0    17   183 4000 5390  2  1 97  0  0
 0  0 218880 3604140 868724 4334128    0    0    17    78 4504 5532  2  1 97  0  0
 0  0 218880 3601600 868732 4331224    0    0    16   203 3849 5496  2  1 97  0  0
 1  0 218880 3595064 868744 4330848    0    0    16   197 3287 4718  2  1 97  0  0
 0  0 218880 3601716 868748 4336536    0    0    16   174 3778 4314  2  1 97  0  0
 0  0 218880 3604012 868748 4333308    0    0    16   224 3295 3977  2  1 98  0  0
 0  0 218880 3601752 868756 4339516    0    0    16   251 3571 4427  2  1 97  0  0
 2  0 218880 3595936 869116 4333568    0    0    17   987 3942 5420  3  1 96  0  0
 1  0 218880 3594624 869120 4346636    0    0    16    46 2625 3631  1  1 98  0  0
 0  0 218880 3596564 869128 4337796    0    0    16   266 3821 4743  2  1 97  0  0
 3  0 218880 3606132 869148 4331132    0    0    16   213 3505 3784  2  1 98  0  0
 0  0 218880 3600960 869148 4331464    0    0    16   160 3280 3982  1  1 98  0  0
 0  0 218880 3592796 869152 4331008    0    0    17   374 3085 3973  2  1 98  0  0
 0  0 218880 3599004 869152 4331156    0    0    17   186 3452 3967  1  1 98  0  0
 0  0 218880 3606236 869152 4331620    0    0    23   177 3505 4248  2  1 97  0  0
 0  0 218880 3599392 869152 4330968    0    0    17    26 3156 3820  1  1 98  0  0
 0  0 218880 3591640 869156 4334908    0    0    17   176 3375 3917  1  1 98  0  0
 0  0 218880 3603620 869160 4331036    0    0    18   253 2329 3538  2  1 98  0  0
 0  0 218880 3596588 869160 4333704    0    0    18   155 3252 4067  2  1 98  0  0
 1  0 218880 3579728 869344 4332652    0    0    18   801 3630 5217  2  1 97  0  0
 1  0 218880 3567664 869344 4342128    0    0    18    26 2733 3783  2  1 98  0  0
 1  0 218880 3580156 869352 4336604    0    0    17   265 3769 4261  2  1 97  0  0
 0  0 218880 3584032 869352 4328076    0    0    18   179 2545 3720  2  1 98  0  0
 0  0 218880 3575516 869356 4330948    0    0    18   210 3186 4074  2  1 97  0  0
 0  0 218880 3567276 869364 4339660    0    0    18    26 3378 4041  2  1 97  0  0
 1  0 218880 3586876 869388 4336100    0    0    18   277 3639 4677  2  1 97  0  0
 0  0 218880 3589220 869388 4336696    0    0    18   173 2177 3412  2  1 98  0  0
 1  0 218880 3595228 869392 4327904    0    0    18   198 3558 4052  1  1 98  0  0
 0  0 218880 3595900 869392 4331320    0    0    18   182 3486 4541  1  1 98  0  0
 0  0 218880 3592880 869396 4330976    0    0    18    24 3201 3680  1  1 98  0  0
 0  0 218880 3587828 869400 4331892    0    0    17   198 3096 3640  1  1 98  0  0
 0  0 218880 3566836 869636 4339280    0    0    18   625 3748 5127  2  1 97  0  0
 0  0 218880 3558148 869636 4349932    0    0    17   274 3593 4430  2  1 97  0  0
 0  0 218880 3564224 869636 4336396    0    0    18   204 3550 4567  2  1 97  0  0
 1  0 218880 3571308 869640 4331112    0    0    17    46 2813 3666  1  1 98  0  0
 0  0 218880 3564756 869640 4333340    0    0    17   234 3600 4165  2  1 98  0  0
 0  0 218880 3553476 869660 4333816    0    0    17   232 3459 4272  2  1 97  0  0
 0  0 218880 3541612 869660 4335260    0    0    17   209 3783 4864  2  1 97  0  0
 0  0 218880 3585224 869688 4328072    0    0    17   250 3602 3748  2  1 98  0  0
 1  0 218880 3574892 869688 4328092    0    0    17   202 2850 3347  1  1 98  0  0
 0  0 218880 3567420 869688 4331100    0    0    17    33 3616 3935  1  1 98  0  0
 0  0 218880 3547764 869688 4337528    0    0    17   208 3939 4624  2  1 97  0  0
 0  0 218880 3578316 869696 4334600    0    0    17    22 3248 3802  1  1 98  0  0
 0  0 218880 3561252 869816 4331872    0    0    17   612 3163 4681  2  1 97  0  0
 0  0 218880 3561016 869824 4331412    0    0    18   327 2850 3511  1  1 98  0  0
 1  0 218880 3494824 869832 4338192    0    0    17    29 3263 4554  2  1 97  0  0
 0  0 218880 3518036 869832 4344236    0    0    17   283 3668 4423  2  1 97  0  0
 1  0 218880 3513416 869836 4339360    0    0    17   102 3767 4245  2  1 97  0  0
 1  0 218880 3500068 869844 4351416    0    0    17   255 3940 4798  2  1 97  0  0
 0  0 218880 3502396 869844 4338604    0    0    18   403 4024 4899  2  1 97  0  0
 0  0 218880 3543076 869844 4339292    0    0    18    30 3765 4506  2  1 97  0  0
 0  0 218880 3550844 869848 4337068    0    0    17   347 3045 3864  2  1 98  0  0
 0  0 218880 3495400 869848 4328548    0    0    18   170 4112 4626  2  1 97  0  0
 0  0 218880 3555532 869848 4338616    0    0    18     1 3638 4556  1  1 98  0  0
 0  0 218880 3568956 869852 4328352    0    0    17   357 3165 3817  1  1 98  0  0
 0  0 218880 3542836 869996 4343160    0    0    18   638 4341 7071  2  1 96  0  0
 0  0 218880 3551380 869996 4328608    0    0    17   236 3779 4209  2  1 97  0  0
 0  0 218880 3544028 869996 4334256    0    0    18    62 3324 3774  1  1 98  0  0
 1  0 218880 3541092 870004 4336648    0    0    17   238 3679 4870  2  1 97  0  0
 0  0 218880 3580180 870004 4331668    0    0    18   186 4062 4844  2  1 98  0  0
 0  0 218880 3582252 870004 4334572    0    0    18     1 4795 6285  2  1 96  0  0
 0  0 218880 3595984 870012 4330308    0    0    18   310 5221 6509  2  1 96  0  0
 0  0 218880 3592072 870024 4335548    0    0    18   216 4945 6465  2  1 97  0  0
 1  0 218880 3590608 870032 4331540    0    0    18    40 3482 4714  2  1 98  0  0
 0  0 218880 3582604 870032 4340500    0    0    18   242 3130 3773  1  1 98  0  0
 0  0 218880 3595136 870032 4332352    0    0    18   177 3934 4758  2  1 97  0  0
 5  0 218880 3598288 870036 4338340    0    0    18   215 3985 5049  3  1 96  0  0
 1  0 218880 3581668 870192 4338168    0    0    18   654 3891 5303  2  1 96  0  0
 0  0 218880 3591276 870192 4330020    0    0    18    30 2868 3472  1  1 98  0  0
 0  0 218880 3565956 870196 4350120    0    0    18   241 3747 4539  2  1 97  0  0
 0  0 218880 3577216 870196 4345824    0    0    18   324 3927 4892  2  1 97  0  0
 0  0 218880 3584284 870200 4339976    0    0    18    34 2798 3662  2  1 97  0  0
 0  0 218880 3581012 870200 4334204    0    0    18   265 3179 3886  1  1 98  0  0
 0  0 218880 3576256 870200 4340816    0    0    19    22 2703 3664  1  1 98  0  0
 0  0 218880 3588036 870212 4331920    0    0    18   218 2910 3566  1  1 98  0  0
 0  0 218880 3581412 870212 4340072    0    0    18   187 3140 3703  1  1 98  0  0
 0  0 218880 3577456 870220 4345124    0    0    18   244 3260 4825  1  1 98  0  0
 1  0 218880 3593536 870224 4331996    0    0    18    74 3428 3944  2  1 97  0  0
 0  0 218880 3587492 870224 4337604    0    0    18   180 2680 3619  1  1 98  0  0
 0  0 218880 3564644 870408 4350012    0    0    18   595 3981 5225  2  1 97  0  0
 0  0 218880 3568408 870416 4328436    0    0    18   317 2352 3360  1  1 98  0  0
 0  0 218880 3576784 870420 4331948    0    0    18    54 4135 5369  1  1 98  0  0
 0  0 218880 3587184 870420 4333128    0    0    18    25 3628 4361  2  1 97  0  0
 0  0 218880 3584048 870424 4332680    0    0    18    28 2547 3653  1  1 98  0  0
 1  0 218880 3582284 870424 4331796    0    0    18   198 3144 3798  2  1 98  0  0
 0  0 218880 3583308 870432 4331896    0    0    18   181 2732 3461  1  1 98  0  0
 0  0 218880 3576776 870432 4331896    0    0    18    37 3411 3883  1  1 98  0  0
 0  0 218880 3562916 870436 4343736    0    0    18    28 3440 4176  2  1 97  0  0
 0  0 218880 3580216 870448 4333340    0    0    18    39 3415 3843  1  1 98  0  0
 1  0 218880 3572484 870452 4340292    0    0    18    22 3414 4277  2  1 98  0  0
 0  0 218880 3570792 870452 4348844    0    0    18   198 4061 6006  2  1 97  0  0
 0  0 218880 3574284 870560 4331884    0    0    18   674 3804 4546  2  1 97  0  0
 0  0 218880 3576552 870560 4334936    0    0    18   221 3040 3725  1  1 98  0  0
 0  0 218880 3566724 870564 4332224    0    0    18   104 2780 3567  2  1 98  0  0
 0  0 218880 3567748 870564 4334352    0    0    18   219 3443 4231  2  1 97  0  0
 0  0 218880 3572664 870568 4332568    0    0    18    29 3480 4149  1  1 98  0  0
 0  0 218880 3570536 870572 4331884    0    0    18   226 3110 3649  1  1 98  0  0
 0  0 218880 3572612 870580 4340688    0    0    18    31 3687 4340  2  1 97  0  0
 0  0 218880 3568744 870584 4347448    0    0    18   258 3685 4146  2  1 97  0  0
 1  0 218880 3585004 870584 4332244    0    0    20    22 3160 3550  1  1 98  0  0
 0  0 218880 3574200 870584 4331928    0    0    18   221 3097 3862  1  1 98  0  0
 0  0 218880 3577252 870584 4336600    0    0    18   209 3811 4309  2  1 97  0  0
 1  0 218880 3550600 870584 4330768    0    0    18   220 2377 3399  1  1 98  0  0
 1  0 218880 3557036 870808 4335472    0    0    39   605 3401 5096  2  1 96  0  0
 0  0 218880 3544084 870808 4348720    0    0    18   226 3988 4858  2  1 97  0  0
 0  0 218880 3515780 870808 4358784    0    0    18   312 3811 4581  1  1 98  0  0
 0  0 218880 3501508 870808 4344756    0    0    18    34 3419 4297  2  1 97  0  0
 0  0 218880 3528400 870808 4338948    0    0    18   232 2967 3754  2  1 98  0  0
 1  0 218880 3518856 870812 4339840    0    0    18   271 3552 4341  2  1 98  0  0
 0  0 218880 3506856 870812 4339280    0    0    18   222 3562 4370  1  1 98  0  0
 0  0 218880 3494796 870812 4338328    0    0    18   382 3634 4218  2  1 97  0  0
 0  0 218880 3536304 870812 4336928    0    0    18   229 3300 3955  1  1 98  0  0
 0  0 218880 3534352 870816 4337096    0    0    18   310 3484 4240  1  1 98  0  0
 0  0 218880 3522828 870816 4346176    0    0    18    38 1909 3487  2  1 97  0  0
 0  0 218880 3486356 870816 4345964    0    0    18   248 1029 2911  1  1 98  0  0
 0  0 218880 3489556 870920 4353904    0    0    18   594 2622 4652  2  1 97  0  0
 2  0 218880 3511364 870928 4337220    0    0    18   198 3299 3914  1  1 98  0  0
 1  0 218880 3507388 870928 4343612    0    0    18   281 3495 4211  2  1 97  0  0
 0  0 218880 3488908 870928 4337748    0    0    18   250 3278 4053  2  1 97  0  0
 0  0 218880 3503368 870928 4346420    0    0    18    75 3752 4862  2  1 98  0  0
 0  0 218880 3504780 870928 4345868    0    0    18   228 4546 6185  2  1 97  0  0
 0  0 218880 3532720 870936 4338192    0    0    19    47 3741 5361  2  1 97  0  0
 0  0 218880 3520696 870940 4341188    0    0    18   250 4174 6384  1  1 98  0  0
 0  0 218880 3541016 870940 4342996    0    0    19   177 4090 5102  2  1 97  0  0
 0  0 218880 3529572 870944 4352788    0    0    19   179 3760 4706  2  1 97  0  0
 0  0 218880 3550516 870952 4332624    0    0    19   241 3850 4429  2  1 97  0  0
 0  0 218880 3513712 870956 4340536    0    0    19   219 3786 4978  2  1 97  0  0
 0  0 218880 3533904 871172 4334740    0    0    19   626 4088 5669  3  1 96  0  0
 0  0 218880 3526612 871172 4341616    0    0    18   238 4001 4979  2  1 97  0  0
 0  0 218880 3514096 871172 4343880    0    0    19   235 3604 4603  2  1 97  0  0
 2  0 218880 3497304 871172 4332692    0    0    19   180 3034 3807  2  1 98  0  0
 0  0 218880 3519000 871180 4333444    0    0    19   194 3246 3927  2  1 98  0  0
 0  0 218880 3517744 871180 4333068    0    0    19   180 3300 3996  2  1 98  0  0
 0  0 218880 3514508 871180 4341192    0    0    19   186 2635 3491  1  1 98  0  0
 0  0 218880 3523824 871188 4335256    0    0    19   217 2905 3701  2  1 97  0  0
 0  0 218880 3534584 871188 4333528    0    0    19     1 2537 3488  1  1 98  0  0
 0  0 218880 3529072 871204 4333428    0    0    18   248 2975 3707  1  1 98  0  0
 0  0 218880 3526808 871204 4335500    0    0    19   209 3334 3669  1  1 98  0  0
 0  0 218880 3521272 871212 4332652    0    0    19   205 3653 4258  2  1 97  0  0
 0  0 218880 3508664 871316 4342092    0    0    18   631 3445 5354  2  1 97  0  0
 0  0 218880 3514192 871320 4338276    0    0    18   262 2916 3959  2  1 97  0  0
 0  0 218880 3520560 871320 4329296    0    0    18   208 2777 3749  2  1 98  0  0
 0  0 218880 3504204 871324 4331960    0    0    18    29 4089 4570  2  1 97  0  0
 1  0 218880 3503144 871328 4330172    0    0    18   421 3827 4855  2  1 98  0  0
 0  0 218880 3500752 871344 4336468    0    0    18   204 3323 4508  2  1 97  0  0
 0  0 218880 3504888 871344 4336876    0    0    18   177 3506 4290  2  1 97  0  0
 0  0 218880 3503564 871352 4347040    0    0    18    30 3121 4078  1  1 98  0  0
 1  0 218880 3513048 871356 4338216    0    0    18   221 3542 4295  2  1 97  0  0
 2  0 218880 3519764 871360 4341184    0    0    18   167 3482 4305  2  1 97  0  0
 0  0 218880 3525072 871376 4338448    0    0    20    99 3627 4494  2  1 97  0  0
 0  0 218880 3526296 871380 4345980    0    0    18   220 3706 4862  2  1 97  0  0
 1  0 218880 3510032 871644 4339748    0    0    18   593 4253 5334  2  1 97  0  0
 0  0 218880 3499384 871648 4332996    0    0    18   288 3631 4440  2  1 97  0  0
 0  0 218880 3485368 871652 4344492    0    0    18    48 3559 4289  2  1 97  0  0
 1  0 218880 3486076 871664 4344488    0    0    18    56 3057 4127  2  1 97  0  0
 0  0 218880 3487352 871664 4342984    0    0    18   212 3460 4459  2  1 97  0  0
 0  0 218880 3530024 871664 4335112    0    0    19   196 2831 3828  2  1 98  0  0
 0  0 218880 3528948 871668 4341376    0    0    19    70 2290 4176  2  1 97  0  0
 0  0 218880 3553672 871680 4336452    0    0    18   250 3669 5038  2  1 98  0  0
 0  0 218880 3540800 871680 4340988    0    0    20   164 3362 4370  2  1 97  0  0
 0  0 218880 3535052 871680 4339328    0    0    20   187 3568 4270  2  1 97  0  0
 1  0 218880 3539412 871684 4344188    0    0    20   244 3874 4667  2  1 97  0  0
 0  0 218880 3544844 871708 4335440    0    0    21   254 3141 4292  2  1 97  0  0
 0  0 218880 3526244 871832 4341100    0    0    20   601 2316 4248  2  1 97  0  0
 0  0 218880 3506040 871864 4343348    0    0    19   382 3541 4515  2  1 97  0  0
 0  0 218880 3441452 871864 4352276    0    0    20    69 3688 5005  3  1 96  0  0
 0  0 218880 3484412 871868 4343436    0    0    19   368 3055 3743  1  1 98  0  0
 0  0 218880 3451208 871872 4339900    0    0    20   106 3303 3975  2  1 97  0  0
 0  0 218880 3491712 871876 4340372    0    0    19   285 3509 4489  2  1 97  0  0
 0  0 218880 3479776 871884 4345244    0    0    20   234 3662 4883  2  1 97  0  0
 0  0 218880 3524284 871888 4333492    0    0    19   395 3597 4488  2  1 97  0  0
 0  0 218880 3531600 871892 4334756    0    0    20     6 2862 3979  2  1 97  0  0
 0  0 218880 3511444 871896 4333748    0    0    19   210 3425 4336  2  1 97  0  0
 0  0 218880 3535304 871900 4333136    0    0    20   178 3880 4515  2  1 97  0  0
 0  0 218880 3521196 871908 4343172    0    0    20   250 3650 4181  2  1 97  0  0
 1  0 218880 3518560 872048 4337012    0    0    21   588 3449 4996  2  1 97  0  0
 0  0 218880 3490744 872052 4336376    0    0    19   285 3227 4253  2  1 98  0  0
 0  0 218880 3517236 872060 4341344    0    0    19    82 3395 4219  2  1 97  0  0
 0  0 218880 3509852 872060 4341868    0    0    20   194 3492 4643  2  1 97  0  0
 0  0 218880 3492456 872068 4348824    0    0    20   235 4517 6360  2  1 97  0  0
 0  0 218880 3454184 872068 4337248    0    0    20   209 4497 5814  2  1 97  0  0
 1  0 218880 3518096 872080 4330028    0    0    20   209 5391 7786  2  1 96  0  0
 0  0 218880 3511048 872084 4333152    0    0    20    22 4109 6563  2  1 98  0  0
 2  0 218880 3503544 872084 4344072    0    0    19   278 3162 4678  2  1 97  0  0
 0  0 218880 3498100 872088 4341428    0    0    19   175 3181 4272  2  1 97  0  0
 0  0 218880 3526736 872092 4343292    0    0    19    18 3294 4129  2  1 97  0  0
 0  0 218880 3528264 872096 4339020    0    0    19   199 3495 3890  1  1 98  0  0
 0  0 218880 3516792 872408 4330028    0    0    19   831 4363 5532  2  1 97  0  0
 0  0 218880 3501860 872412 4340256    0    0    19   190 3759 5074  2  1 97  0  0
 0  0 218880 3497856 872416 4340752    0    0    19    69 3303 4151  2  1 98  0  0
 2  0 218880 3507744 872420 4343236    0    0    19   178 3562 4554  3  1 96  0  0
 0  0 218880 3513352 872428 4334272    0    0    19   254 3682 4421  1  1 98  0  0
 0  0 218880 3511272 872428 4333876    0    0    19    34 3867 4963  1  1 98  0  0
 0  0 218880 3513380 872432 4339432    0    0    19    40 4435 5823  2  1 97  0  0
 0  0 218880 3521980 872432 4333300    0    0    19   217 3204 3579  1  1 98  0  0
 0  0 218880 3529824 872432 4330136    0    0    20   342 3006 3521  2  1 98  0  0
 0  0 218880 3513804 872432 4330156    0    0    20   159 2959 3556  1  1 98  0  0
 0  0 218880 3511868 872440 4330540    0    0    20   116 3403 4472  2  1 98  0  0
 0  1 218880 3504608 872484 4330440    0    0    19   342 1580 3693  2  1 97  0  0
 0  0 218880 3503744 872608 4329968    0    0    20   524  913 2586  1  0 98  0  0
 0  0 218880 3494200 872616 4330012    0    0    19   364  832 2342  1  0 98  0  0
 0  0 218880 3498232 872616 4329984    0    0    20    54  844 2159  1  0 98  0  0
 0  0 218880 3509284 872632 4329988    0    0    19   246  837 2303  1  0 99  0  0
 0  0 218880 3509040 872632 4329988    0    0    20   169  851 2295  1  0 98  0  0
 0  0 218880 3520216 872640 4329984    0    0    20   210  870 2282  1  1 98  0  0
 0  0 218880 3508268 872640 4330004    0    0    20   191  896 2304  1  0 98  0  0
 0  0 218880 3504768 872656 4330368    0    0    20   194  857 2515  1  0 98  0  0
 0  0 218880 3505308 872660 4330104    0    0    20   253  895 2424  1  1 98  0  0
 0  0 218880 3503600 872664 4330120    0    0    22    37  867 2315  1  0 99  0  0
 0  0 218880 3501584 872668 4330120    0    0    20   235  786 2200  1  0 98  0  0
 2  0 218880 3490768 872808 4330132    0    0    21   671 1030 3149  1  0 98  0  0
 0  0 218880 3489748 872840 4350540    0    0    21   124 2567 4101  2  1 97  0  0
 0  0 218880 3496136 872844 4345068    0    0    20   242 3473 4790  2  1 98  0  0
 1  0 218880 3503708 872848 4333676    0    0    20   221 2921 3616  2  1 98  0  0
 0  0 218880 3507704 872848 4336340    0    0    21   204 2734 3680  2  1 98  0  0
 0  0 218880 3508468 872848 4333280    0    0    20    38 2710 3612  2  1 98  0  0
 0  0 218880 3488628 872856 4333832    0    0    20   334 3643 3911  1  1 98  0  0
 0  0 218880 3500772 872856 4333872    0    0    20   187 3680 4822  2  1 97  0  0
 0  0 218880 3495024 872860 4334024    0    0    20    38 3269 4028  1  1 98  0  0
 0  0 218880 3488232 872860 4333756    0    0    20   234 3245 4256  2  1 97  0  0
 0  0 218880 3480448 872864 4337840    0    0    20    26 3154 3955  2  1 97  0  0
 0  0 218880 3477704 872880 4333944    0    0    20   218 3202 3789  1  1 98  0  0
 1  1 218880 3483280 873016 4334824    0    0    20   412 2972 4414  2  1 97  0  0
 0  0 218880 3488516 873060 4334916    0    0    20   516 2167 3367  2  1 98  0  0
 2  0 218880 3489800 873068 4333812    0    0    20    39 3191 4140  2  1 97  0  0
 0  0 218880 3463680 873072 4341176    0    0    20   100 3681 4545  2  1 97  0  0
 1  0 218880 3458092 873080 4337308    0    0    21   298 2499 3786  2  1 98  0  0
 2  0 218880 3448528 873088 4338284    0    0    21    42 1180 3309  1  0 98  0  0
 2  0 218880 3430380 873096 4346720    0    0    20   363 3047 5371  2  1 97  0  0
 0  0 218880 3411188 873096 4356248    0    0    21   226 3755 4921  2  1 97  0  0
 0  0 218880 3461324 873096 4344396    0    0    20    32 3223 4107  2  1 97  0  0
 0  0 218880 3471980 873096 4336932    0    0    20     1 3889 5026  2  1 97  0  0
 0  0 218880 3492564 873096 4331136    0    0    20    20 3465 4200  2  1 98  0  0
 0  0 218880 3491352 873096 4333924    0    0    20    22 3182 3655  1  1 98  0  0
 1  1 218880 3462640 873320 4342424    0    0    22   854 3569 5456  2  1 96  0  0
 0  0 218880 3448996 873368 4347788    0    0    20   251 2735 3777  2  1 98  0  0
 4  0 218880 3451864 873372 4339224    0    0    21   393 3090 4208  2  1 98  0  0
 0  0 218880 3450672 873372 4342476    0    0    21    75 3121 4402  1  1 98  0  0
 0  0 218880 3453120 873376 4336796    0    0    20   445 3544 4242  2  1 97  0  0
 1  0 218880 3442576 873380 4352996    0    0    21   103 4182 5660  2  1 97  0  0
 0  0 218880 3457588 873380 4334176    0    0    20   296 4390 5723  2  1 97  0  0
 1  0 218880 3463316 873384 4335100    0    0    21    49 4695 6264  2  1 97  0  0
 1  0 218880 3463972 873384 4341196    0    0    20   245 4502 6134  2  1 97  0  0
 2  0 218880 3455420 873384 4344568    0    0    20   217 3760 4928  2  1 97  0  0
 0  0 218880 3443232 873408 4333864    0    0    20   294 3422 4119  2  1 97  0  0
 0  0 218880 3464108 873408 4339348    0    0    21     1 2747 3463  1  1 98  0  0
 0  0 218880 3475992 873908 4333792    0    0    20   808 3869 5955  2  1 97  0  0
 0  0 218880 3452680 873916 4333988    0    0    20   257 3617 3791  1  1 98  0  0
 0  0 218880 3423704 873932 4333872    0    0    20   228 3032 3986  2  1 97  0  0
 0  0 218880 3462712 873932 4330832    0    0    20     1 3698 3856  1  1 98  0  0
 0  0 218880 3449960 873948 4339476    0    0    20   414 3722 4572  2  1 98  0  0
 0  0 218880 3437812 873952 4349288    0    0    20    30 3215 4861  2  1 97  0  0
 1  0 218880 3451680 873960 4350388    0    0    20   282 3353 4510  2  1 97  0  0
 0  0 218880 3469928 873960 4342308    0    0    20     1 2576 3637  2  1 98  0  0
 1  0 218880 3480296 873976 4331128    0    0    20   298 2678 4198  2  1 98  0  0
 0  0 218880 3476264 873976 4339420    0    0    21   151 3616 4525  2  1 97  0  0
 0  0 218880 3480152 873980 4333872    0    0    21   182 3439 4661  2  1 97  0  0
 0  0 218880 3449860 873984 4333972    0    0    22   232 3616 3868  2  1 97  0  0
 0  0 218880 3435056 874096 4334736    0    0    22   853 3046 5054  2  1 97  0  0
 0  0 218880 3481560 874096 4334660    0    0    22     1 3511 4280  2  1 97  0  0
 0  0 218880 3477780 874104 4340916    0    0    21   326 3380 4190  2  1 97  0  0
 0  0 218880 3477056 874104 4344116    0    0    22   172 3199 4188  2  1 97  0  0
 1  0 218880 3479084 874112 4345088    0    0    22   226 3539 4538  2  1 97  0  0
 0  0 218880 3501420 874116 4342012    0    0    22   195 3245 4222  2  1 97  0  0
 0  0 218880 3512192 874128 4334276    0    0    22   273 3391 4091  2  1 97  0  0
 0  0 218880 3501592 874128 4344888    0    0    21     1 3446 4366  2  1 97  0  0
 0  0 218880 3507424 874128 4339676    0    0    21   266 3754 4422  2  1 98  0  0
 0  0 218880 3522056 874128 4330828    0    0    22   222 2841 3914  2  1 97  0  0
 1  0 218880 3498680 874132 4333768    0    0    22    31 3203 4050  2  1 97  0  0
 0  0 218880 3491380 874132 4334044    0    0    21   205 3615 4674  2  1 97  0  0
 0  0 218880 3478836 874460 4338456    0    0    21   946 3300 4779  2  1 96  1  0
 1  0 218880 3478896 874460 4334060    0    0    22     1 2588 3479  2  1 98  0  0
 2  0 218880 3475396 874460 4334456    0    0    21    79 2981 3669  1  1 98  0  0
 0  0 218880 3474880 874460 4345056    0    0    21   406 3582 4198  2  1 97  0  0
 0  0 218880 3495420 874460 4349048    0    0    21    31 3560 4504  2  1 97  0  0
 1  0 218880 3476228 874460 4358836    0    0    21   226 3727 4701  2  1 97  0  0
 0  0 218880 3504720 874472 4340672    0    0    21   243 3087 4034  1  1 98  0  0
 0  0 218880 3507392 874472 4347204    0    0    21   150 3816 5612  2  1 97  0  0
 0  0 218880 3510256 874476 4334072    0    0    21   211 3567 3842  1  1 98  0  0
 0  0 218880 3489904 874476 4342016    0    0    21   198 3673 4053  1  1 98  0  0
 3  0 218880 3480388 874476 4344468    0    0    21   163 3733 4531  2  1 97  0  0
 0  0 218880 3484560 874604 4331208    0    0    46   242 3782 4169  2  1 97  0  0
 1  0 218880 3469232 874836 4331320    0    0    21   638 3632 5653  2  1 97  0  0
 0  0 218880 3458480 874852 4338576    0    0    21   267 3821 4600  2  1 97  0  0
 0  0 218880 3470148 874856 4331168    0    0    21   190 4295 4322  1  1 98  0  0
 1  0 218880 3379900 874856 4346440    0    0    21   323 3080 4302  2  1 97  0  0
 0  0 218880 3456436 874860 4342440    0    0    21    75 2769 4553  2  1 98  0  0
 0  0 218880 3455656 874860 4337800    0    0    21    42 1145 3072  1  1 98  0  0
 1  0 218880 3448748 874884 4346572    0    0    21   362 1778 3500  2  1 98  0  0
 0  0 218880 3421820 874884 4337920    0    0    22   430 2501 3528  1  1 98  0  0
 0  0 218880 3432728 874884 4347064    0    0    22     1 3320 4772  2  1 97  0  0
 0  0 218880 3430460 874896 4347140    0    0    22   390 3149 3885  2  1 98  0  0
 1  0 218880 3431876 874900 4339836    0    0    22   194 3326 3940  1  1 98  0  0
 1  0 218880 3436372 874900 4338284    0    0    22   164 2855 3670  1  1 98  0  0
 0  0 218880 3394468 875016 4341456    0    0    22   798 3609 4924  2  1 97  0  0
 1  0 218880 3451028 875016 4350268    0    0    21     1 4062 4563  2  1 98  0  0
 0  0 218880 3465768 875024 4334776    0    0    21   596 3217 3977  1  1 98  0  0
 0  0 218880 3466184 875024 4334608    0    0    22    22 2753 3361  1  1 98  0  0
 0  0 218880 3461812 875052 4334876    0    0    21   255 3425 3895  1  1 98  0  0
 0  0 218880 3445192 875052 4340420    0    0    22   223 4381 5726  2  1 97  0  0
 0  0 218880 3443624 875076 4331708    0    0    22   274 5451 6728  2  1 97  0  0
 0  0 218880 3428444 875084 4347396    0    0    21   272 4035 6182  2  1 97  0  0
 1  0 218880 3438688 875084 4340456    0    0    22   169 4512 6203  2  1 97  0  0
 1  0 218880 3448960 875088 4339912    0    0    22   211 3815 4777  2  1 97  0  0
 0  0 218880 3451564 875088 4334932    0    0    22    27 3236 3672  1  1 98  0  0
 0  0 218880 3454592 875088 4334928    0    0    21   208 2809 3565  1  1 98  0  0
 0  0 218880 3431832 875292 4344572    0    0    22   787 3413 5175  2  1 97  0  0
 0  0 218880 3447468 875292 4338024    0    0    22    14 3216 3997  2  1 98  0  0
 0  0 218880 3446120 875292 4342712    0    0    22   314 3445 4085  2  1 97  0  0
 1  0 218880 3450404 875292 4336840    0    0    22     2 3667 3982  1  1 98  0  0
 0  0 218880 3429076 875296 4335056    0    0    22   251 3289 3844  2  1 97  0  0
 0  0 218880 3425176 875300 4344712    0    0    22    14 2903 4074  2  1 97  0  0
 1  0 218880 3431804 875308 4343320    0    0    22   277 3493 4319  1  1 98  0  0
