procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 2959756 976268 7313316    0    0     0    89  755 2014  1  0 99  0  0
 0  0      0 2959892 976272 7313428    0    0     0    69  738 1859  1  0 99  0  0
 1  0      0 2959044 976276 7313264    0    0     0    58  716 1760  1  0 99  0  0
 0  0      0 2956048 976276 7313724    0    0     0    41  721 1838  1  0 99  0  0
 0  0      0 2951300 976628 7313280    0    0     0   924 1004 2924  1  0 98  0  0
 0  0      0 2950068 976628 7313816    0    0     0    46  746 1785  1  0 99  0  0
 0  0      0 2948088 976644 7313532    0    0     0   178  733 1731  1  0 99  0  0
 0  0      0 2946592 976644 7313312    0    0     0   106  738 1705  1  0 99  0  0
 0  0      0 2946340 976644 7313296    0    0     0    41  702 1722  1  0 99  0  0
 0  0      0 2946876 976648 7313316    0    0     0    43  696 1583  1  0 99  0  0
 0  0      0 2952536 976652 7313196    0    0     0    55  743 1617  1  0 99  0  0
 1  0      0 2952268 976660 7313196    0    0     0    57  697 1695  1  0 99  0  0
 0  0      0 2956620 976660 7313708    0    0     0    64  822 1976  1  0 99  0  0
 0  0      0 2957664 976664 7313244    0    0     0    60  725 1824  1  0 99  0  0
 0  0      0 2950368 976668 7313480    0    0     0    83  751 1887  1  0 99  0  0
 0  0      0 2949868 976668 7313228    0    0     0    26  665 1537  1  0 99  0  0
 0  0      0 2966084 976928 7313316    0    0     0   888 1290 3149  2  0 97  0  0
 0  0      0 2967348 976932 7313316    0    0     0    76  711 1828  1  0 99  0  0
 0  0      0 2968584 976932 7313320    0    0     0   106 1034 1962  1  0 98  0  0
 0  0      0 2967408 976932 7313588    0    0     0   137  713 1974  1  0 99  0  0
 0  0      0 2968960 976940 7313312    0    0     0    71  731 1889  1  0 99  0  0
 0  0      0 2968516 976944 7313760    0    0     0    38  678 1788  1  0 99  0  0
 0  0      0 2976620 976944 7313324    0    0     0    48  754 1824  1  0 99  0  0
 0  0      0 2968996 976948 7313340    0    0     0    58  818 2032  1  0 99  0  0
 0  0      0 2966024 976952 7313332    0    0     0   110  741 1915  1  0 99  0  0
 5  0      0 2990696 976960 7293192    0    0     0   151  862 2549  1  0 99  0  0
 0  0      0 2968172 976964 7291640    0    0     0   274 2077 3017  1  0 98  0  0
 0  0      0 2968944 976964 7291676    0    0     0     9  745 1781  1  0 99  0  0
 0  0      0 2959404 977392 7292024    0    0     0   985 1046 3131  1  0 98  0  0
 0  0      0 2958976 977400 7292776    0    0     0   131  752 1887  1  0 99  0  0
 0  0      0 2958048 977408 7292272    0    0     0   123  738 1793  1  0 99  0  0
 0  0      0 2960828 977416 7291708    0    0     0    68  756 1716  1  0 99  0  0
 0  0      0 2964660 977416 7291716    0    0     0    61  812 1795  1  0 99  0  0
 0  0      0 2968188 977416 7291716    0    0     0    50  719 1669  1  0 99  0  0
 1  0      0 2970748 977416 7291656    0    0     0    23  719 1685  1  0 99  0  0
 0  0      0 2974584 977424 7291720    0    0     0    89  747 1804  1  0 99  0  0
 0  0      0 2974400 977424 7291720    0    0     0    44  726 1666  1  0 99  0  0
 0  0      0 2973884 977424 7292216    0    0     0    37  726 1698  1  0 99  0  0
 0  0      0 2971276 977424 7291688    0    0     0    60  758 1819  1  0 99  0  0
 0  0      0 2971580 977432 7292196    0    0     0   118  688 1521  1  0 99  0  0
 0  0      0 2932068 977520 7302640    0    0     0   882 1167 3838  1  1 98  0  0
 0  0      0 2917732 977520 7314652    0    0     0   150 1804 3550  2  1 97  0  0
 0  0      0 2921856 977528 7300552    0    0     0    56  756 1846  1  0 99  0  0
 0  0      0 2933860 977532 7298748    0    0     0   171  827 2116  1  0 99  0  0
 0  0      0 2965008 977536 7290252    0    0     0    44  740 1695  1  0 99  0  0
 0  0      0 2964300 977540 7289844    0    0     0   116  689 1714  1  0 99  0  0
 0  0      0 2969180 977552 7290364    0    0     0    94  730 1796  1  0 99  0  0
 0  0      0 2977076 977556 7289848    0    0     0    57 1120 2011  1  0 99  0  0
 0  0      0 2989536 977560 7290304    0    0     0    81 1005 1996  1  0 99  0  0
 0  0      0 2992984 977564 7290112    0    0     0    54  686 1618  1  0 99  0  0
 0  0      0 2992548 977564 7290124    0    0     0    14  714 1684  1  0 99  0  0
 0  0      0 2979956 977568 7290160    0    0     0    68  746 1886  1  0 99  0  0
 0  0      0 2984416 977700 7290108    0    0     0   965 1057 3024  1  0 98  0  0
 0  0      0 2979584 977708 7290672    0    0     0    12  850 1960  1  0 99  0  0
 1  0      0 2924204 977764 7295240    0    0     0  3898 1174 3253  1  0 98  0  0
 0  0      0 2949720 977764 7295016    0    0     0    70 1195 3365  2  1 98  0  0
 0  0      0 2951044 977776 7290740    0    0     0    53  956 2514  1  1 98  0  0
 0  0      0 2955396 977780 7290732    0    0     0    12  914 2143  1  0 99  0  0
 0  0      0 2958864 977784 7290520    0    0     0   154  955 2189  1  0 99  0  0
 0  0      0 2963244 977796 7291532    0    0     0   122  727 1681  1  0 99  0  0
 0  0      0 2965268 977816 7291120    0    0     0    62  753 1713  1  0 99  0  0
 0  0      0 2964560 977824 7290888    0    0     0    74  717 1657  1  0 99  0  0
 0  0      0 2964560 977832 7291996    0    0     0    35  900 1973  1  0 98  0  0
 0  0      0 2965956 977840 7290920    0    0     0    73  718 1602  1  0 99  0  0
 0  0      0 2934724 978160 7291176    0    0     0   923  997 2848  1  1 98  0  0
 0  0      0 2970272 978160 7290940    0    0     0   105  798 1933  1  0 99  0  0
 0  0      0 2971124 978184 7290772    0    0     0   161  795 1913  1  0 99  0  0
 0  0      0 2969712 978192 7291016    0    0     0    66  719 1637  1  0 99  0  0
 1  0      0 2968956 978196 7290972    0    0     0    79  716 1796  1  0 99  0  0
 0  0      0 2969272 978196 7291548    0    0     0    34  713 1737  1  0 99  0  0
 0  0      0 2981024 978204 7291008    0    0     0    51 1201 2290  2  0 98  0  0
 0  0      0 2983592 978204 7291220    0    0     0    61  715 1649  1  0 99  0  0
 0  0      0 2939732 978204 7295344    0    0     0    86 1334 2560  1  0 98  0  0
 0  0      0 2941820 978208 7291172    0    0     0   111  800 2105  1  0 99  0  0
 0  0      0 2957172 978212 7291132    0    0     0    85  736 1998  1  0 99  0  0
 1  0      0 2957772 978212 7291100    0    0     0    58  710 1941  1  0 99  0  0
 0  0      0 2958184 978488 7289616    0    0     0   894 1238 3401  2  0 97  0  0
 0  0      0 2958756 978508 7290964    0    0     0   128  744 1932  1  0 99  0  0
 0  0      0 2979732 978520 7291608    0    0     0   414  713 1653  1  0 99  0  0
 0  0      0 2986688 978524 7291248    0    0     0    50  835 1841  1  0 98  0  0
 0  0      0 2985740 978528 7291500    0    0     0    63  736 1850  1  0 99  0  0
 0  0      0 2986588 978528 7291248    0    0     0     8  694 1735  1  0 99  0  0
 0  0      0 2991056 978528 7291120    0    0     0    41  724 1707  1  0 99  0  0
 0  0      0 2993688 978540 7291116    0    0     0    58  762 1880  1  0 99  0  0
 0  0      0 2993356 978548 7291408    0    0     0    86  699 1637  1  0 99  0  0
 0  0      0 2992224 978552 7291668    0    0     0    52  715 1721  1  0 99  0  0
 0  0      0 2993260 978556 7291120    0    0     0    78  744 1820  1  0 99  0  0
 3  0      0 2994932 978560 7291664    0    0     0    62  688 1602  1  0 99  0  0
 0  0      0 2984024 978872 7291064    0    0     0   948 1188 3005  1  0 98  0  0
 0  0      0 2982852 978872 7291040    0    0     0    34  704 1761  1  0 99  0  0
 0  0      0 2984892 978876 7291088    0    0     0  1245  753 1800  1  0 99  0  0
 0  0      0 2987444 978880 7291164    0    0     0  4106  755 1742  1  0 99  0  0
 0  0      0 2986476 978900 7291148    0    0     0    50  671 1628  1  0 99  0  0
 0  0      0 2987272 978900 7291060    0    0     0    15  697 1695  1  0 99  0  0
 0  0      0 2988540 978904 7291672    0    0     0     9  734 1734  1  0 99  0  0
 0  0      0 2990068 978908 7291160    0    0     0    86  684 1756  1  0 99  0  0
 0  0      0 2989592 978912 7291672    0    0     0    71  712 1879  1  0 99  0  0
 0  0      0 2989272 978916 7291104    0    0     0    79  691 1855  1  0 99  0  0
 0  0      0 2990044 978920 7291176    0    0     0    33  703 1633  1  0 99  0  0
 0  0      0 2989688 978924 7291348    0    0     0    46  689 1603  1  0 99  0  0
 0  0      0 2937020 979180 7299952    0    0     0   947 1920 4498  2  1 96  0  0
 0  0      0 2939408 979184 7300204    0    0     0    58  752 1817  1  0 99  0  0
 0  0      0 2946148 979196 7299740    0    0     0   249  746 1719  1  0 99  0  0
 0  0      0 2957836 979196 7298200    0    0     0    56  692 1784  1  0 99  0  0
 0  0      0 2978792 979200 7291344    0    0     0   106  749 1852  1  0 99  0  0
 0  0      0 2977572 979208 7291176    0    0     0    37  705 1725  1  0 99  0  0
 0  0      0 2986556 979212 7291208    0    0     0   115  760 1812  1  0 99  0  0
 0  0      0 2986276 979212 7291144    0    0     0    50  702 1601  1  0 99  0  0
 0  0      0 2987316 979212 7291272    0    0     0    74  724 1660  1  0 99  0  0
 0  0      0 2985848 979212 7291208    0    0     0    67  740 1897  1  0 99  0  0
 0  0      0 2985384 979216 7291720    0    0     0     7  704 1739  1  0 99  0  0
 0  0      0 2984692 979216 7291240    0    0     0    46  710 1815  1  0 99  0  0
 0  0      0 2979664 979464 7291304    0    0     0   945  977 2853  1  0 98  0  0
 0  0      0 2979424 979464 7291232    0    0     0     3  678 1874  1  0 99  0  0
 0  0      0 2978948 979472 7291320    0    0     0   126  703 1743  1  0 99  0  0
 0  0      0 2982504 979472 7291332    0    0     0   114  740 1689  1  0 99  0  0
 0  0      0 2981016 979476 7291332    0    0     0    46  675 1802  1  0 99  0  0
 0  0      0 2984044 979476 7291532    0    0     0    31  693 1729  1  0 99  0  0
 0  0      0 2986392 979488 7291220    0    0     0    54  729 1831  1  0 99  0  0
 0  0      0 2986684 979488 7291796    0    0     0    38  678 1708  1  0 99  0  0
 0  0      0 2988768 979488 7291552    0    0     0    50  708 1798  1  0 99  0  0
 0  0      0 2992348 979492 7291280    0    0     0    73  704 1639  1  0 99  0  0
 0  0      0 2991660 979496 7291288    0    0     0    35  714 1708  1  0 99  0  0
 0  0      0 2990368 979496 7291212    0    0     0    49  685 1772  1  0 99  0  0
 0  0      0 2984128 979752 7291136    0    0     0   887 1015 2817  1  0 98  0  0
 0  0      0 2978636 979760 7290908    0    0     0   101  704 1886  1  0 99  0  0
 0  0      0 2977128 979768 7291648    0    0     0    66  695 1677  1  0 99  0  0
 0  0      0 2972108 979772 7291200    0    0     0    87  753 1904  1  0 99  0  0
 0  0      0 2970908 979784 7291160    0    0     0    56  706 1717  1  0 99  0  0
 0  0      0 2964092 979788 7291156    0    0     0    94 1098 2046  1  0 98  0  0
 0  0      0 2979628 979788 7291236    0    0     0    62  761 1947  1  0 99  0  0
 0  0      0 2982988 979792 7291212    0    0     0    10  702 1600  1  0 99  0  0
 0  0      0 2983348 979800 7291164    0    0     0    21  810 1756  1  0 99  0  0
 0  0      0 2987900 979804 7291432    0    0     0    66  745 1744  1  0 99  0  0
 0  0      0 2987960 979804 7291172    0    0     0    41  692 1596  1  0 99  0  0
 0  0      0 2976996 979804 7293804    0    0     0    50  814 1933  1  0 99  0  0
 0  0      0 2976204 980176 7291128    0    0     0   967  973 2738  1  0 98  0  0
 0  0      0 2975028 980200 7291128    0    0     0    87  741 1802  1  0 99  0  0
 0  0      0 2978920 980204 7291128    0    0     0    50  795 1975  1  0 99  0  0
 0  0      0 2978176 980212 7291128    0    0     0    43  730 1914  1  0 99  0  0
 0  0      0 2979936 980220 7291280    0    0     0    12  674 1661  1  0 99  0  0
 0  0      0 2978940 980240 7291216    0    0     0    22  700 1809  1  0 99  0  0
 0  0      0 2985492 980248 7291708    0    0     0    65  715 1731  1  0 99  0  0
 0  0      0 2985656 980260 7291164    0    0     0    76  800 2100  1  0 99  0  0
 0  0      0 2986972 980268 7291420    0    0     0    26  738 1820  1  0 99  0  0
 0  0      0 2985988 980280 7291168    0    0     0    34  705 1645  1  0 99  0  0
 0  0      0 2987592 980284 7291232    0    0     0    56  934 1838  1  0 99  0  0
 0  0      0 2991952 980284 7291148    0    0     0   142  757 1836  1  0 99  0  0
 1  0      0 2987212 980508 7291048    0    0     0   962 1019 2807  1  0 98  0  0
 0  0      0 2986512 980508 7291112    0    0     0     9  729 1733  1  0 99  0  0
 0  0      0 2982432 980508 7291128    0    0     0   143  758 1754  1  0 99  0  0
 0  0      0 2976696 980520 7289676    0    0     0   130  745 1832  1  0 99  0  0
 0  0      0 2978016 980524 7291160    0    0     0    87  703 1743  1  0 99  0  0
 0  0      0 2982584 980532 7291672    0    0     0    98  766 1931  1  0 99  0  0
 0  0      0 2980632 980540 7291140    0    0     0    83  734 1822  1  0 99  0  0
 0  0      0 2979180 980544 7291232    0    0     0    98  737 1894  1  0 99  0  0
 1  0      0 2978756 980544 7291164    0    0     0    58  720 1847  1  0 99  0  0
 0  0      0 2979260 980544 7291228    0    0     0    41  711 1574  1  0 99  0  0
 0  0      0 2974980 980556 7291732    0    0     0    90  731 1794  1  0 99  0  0
 0  0      0 2978808 980556 7291276    0    0     0    25  747 1876  1  0 99  0  0
 0  0      0 2942472 980852 7298524    0    0     0   979 1121 3462  1  1 98  1  0
 0  0      0 2941316 980856 7299836    0    0     0    24  747 1799  1  0 99  0  0
 0  0      0 2939624 980868 7300028    0    0     0   572  731 1800  1  0 99  0  0
 0  0      0 2947252 980872 7297812    0    0     0    42  708 1889  1  0 99  0  0
 0  0      0 2965756 980876 7291304    0    0     0    45  708 1645  1  0 99  0  0
 0  0      0 2968096 980884 7291316    0    0     0   103  978 2248  2  0 98  0  0
 0  0      0 2976740 980892 7291316    0    0     0    42  746 1809  1  0 99  0  0
 0  0      0 2992452 980896 7291832    0    0     0    30  869 2120  1  0 98  0  0
 0  0      0 2997684 980916 7291264    0    0     0   110  736 1828  1  0 99  0  0
 0  0      0 2997780 980920 7291512    0    0     0    94  750 1871  1  0 99  0  0
 0  0      0 3001636 980924 7291752    0    0     0    37  743 1802  1  0 99  0  0
 0  0      0 2997968 980932 7291916    0    0     0   180  707 1849  1  0 99  0  0
 0  0      0 2987956 981144 7291864    0    0     0   940 1039 2978  1  0 98  0  0
 0  0      0 2967772 981144 7295544    0    0     0    14 1102 3193  1  0 98  0  0
 0  0      0 2975844 981148 7295692    0    0     0   190 1153 3131  1  1 98  0  0
 0  0      0 2978180 981148 7291768    0    0     0    13  919 2521  1  1 98  0  0
 0  0      0 2981328 981156 7292204    0    0     0    78 1229 2131  1  0 99  0  0
 0  0      0 2985304 981160 7291464    0    0     0    38  939 2297  1  0 99  0  0
 0  0      0 2988188 981164 7291580    0    0     0   125  745 1942  1  0 99  0  0
 0  0      0 2989560 981164 7291580    0    0     0    71  722 1740  1  0 99  0  0
 0  0      0 2990104 981168 7291580    0    0     0    60  703 1657  1  0 99  0  0
 0  0      0 2998012 981172 7291556    0    0     0    54  906 2152  1  0 99  0  0
 0  0      0 2997604 981176 7291652    0    0     0    43  717 1847  1  0 99  0  0
 0  0      0 2998272 981176 7292584    0    0     0    58  743 1747  1  0 99  0  0
 0  0      0 2991364 981628 7291648    0    0     0   917 1017 2803  1  1 98  0  0
 0  0      0 2987080 981628 7291636    0    0     0    10  756 1789  1  0 99  0  0
 0  0      0 2987080 981640 7291660    0    0     0   153  726 1890  1  0 99  0  0
 0  0      0 2986352 981640 7291724    0    0     0    32  734 1686  1  0 99  0  0
 0  0      0 2985852 981640 7291724    0    0     0    55  669 1636  1  0 99  0  0
 0  0      0 2987120 981652 7291660    0    0     0    70  719 1812  1  0 99  0  0
 0  0      0 2990512 981652 7291944    0    0     0    50  723 1861  1  0 99  0  0
 0  0      0 2991272 981652 7291684    0    0     0    50  696 1758  1  0 99  0  0
 0  0      0 2997928 981652 7292264    0    0     0    35 1068 2315  2  0 98  0  0
 0  0      0 2999456 981652 7291728    0    0     0    49  708 1609  1  0 99  0  0
 0  0      0 2998704 981652 7291752    0    0     0    48  718 1699  1  0 99  0  0
 0  0      0 3002196 981652 7291752    0    0     0    37  911 1825  1  0 99  0  0
 1  0      0 3006444 981868 7291684    0    0     0   968 1283 3638  2  0 97  0  0
 0  0      0 3008392 981876 7291672    0    0     0    99  698 1901  1  0 99  0  0
 0  0      0 3003500 981880 7291756    0    0     0   457  724 1847  1  0 99  0  0
 0  0      0 3003032 981884 7292272    0    0     0    18  651 1608  1  0 99  0  0
 0  0      0 3002136 981884 7291840    0    0     0   105  716 1764  1  0 99  0  0
 0  0      0 3001520 981900 7292524    0    0     0   181  717 1851  1  0 99  0  0
 0  0      0 3005140 981900 7292488    0    0     0   109  760 1907  1  0 99  0  0
 0  0      0 3005180 981912 7292552    0    0     0   106  710 1645  1  0 99  0  0
 0  0      0 3005008 981924 7292512    0    0     0    61  735 1925  1  0 99  0  0
 0  0      0 3004080 981924 7292552    0    0     0    52  704 1808  1  0 99  0  0
 0  0      0 3002320 981924 7292816    0    0     0    46  734 1921  1  0 99  0  0
 0  0      0 3001924 981928 7292624    0    0     0    48  680 1692  1  0 99  0  0
 0  0      0 3001756 982240 7293176    0    0     0   930 1017 2998  1  0 98  0  0
 1  0      0 3001796 982240 7292664    0    0     0     3  687 1638  1  0 99  0  0
 0  0      0 3001328 982240 7292928    0    0     0   141  705 1689  1  0 99  0  0
 0  0      0 3000588 982244 7292600    0    0     0    68  680 1588  1  0 99  0  0
 0  0      0 2998572 982248 7292660    0    0     0    37  677 1561  1  0 99  0  0
 0  0      0 2998108 982252 7292572    0    0     0    18  676 1475  1  0 99  0  0
 0  0      0 3004168 982252 7292560    0    0     0    27  777 1819  1  0 99  0  0
 1  0      0 3007056 982252 7292820    0    0     0    53  721 1893  1  0 99  0  0
 1  0      0 3011508 982260 7292692    0    0     0    73  709 1609  1  0 99  0  0
 0  0      0 3009572 982260 7293056    0    0     0    94  725 1666  1  0 99  0  0
 0  0      0 3009096 982260 7292632    0    0     0     6  694 1835  1  0 99  0  0
 0  0      0 3007336 982260 7292568    0    0     0     6  682 1558  1  0 99  0  0
 0  0      0 2941620 982584 7303288    0    0     0   936 1559 4561  2  1 97  0  0
 2  0      0 2929732 982588 7317112    0    0     0    19 1072 2702  1  0 98  0  0
 0  0      0 2912176 982588 7318616    0    0     0    90 2653 6685  5  1 94  0  0
 0  0      0 2905564 982596 7328444    0    0     0   132 1979 5910  4  1 96  0  0
 1  0      0 2932032 982600 7329296    0    0     0   110 1925 5146  3  1 96  0  0
 0  0      0 2954512 982604 7310200    0    0     0   146 1198 3333  2  0 98  0  0
 0  0      0 2954248 982604 7311408    0    0     0    42 1331 3740  2  1 97  0  0
 0  0      0 2970196 982608 7303956    0    0     0   112 1014 2839  1  0 98  0  0
 0  0      0 2971604 982620 7307684    0    0     0   117 1618 3202  2  1 97  0  0
 0  0      0 2968952 982620 7307716    0    0     0    53 1086 2798  2  0 98  0  0
 0  0      0 2968052 982632 7302512    0    0     0    46 1059 2834  2  0 98  0  0
 0  0      0 2970100 982640 7306052    0    0     0    54 1332 3178  2  0 98  0  0
 0  0      0 2948820 983052 7304448    0    0     0   930 1422 4275  2  1 97  0  0
 0  0      0 2939824 983052 7301256    0    0     0    12 1147 3063  2  0 98  0  0
 0  0      0 2935444 983064 7303292    0    0     0   126 1080 3119  2  0 98  0  0
 0  0      0 2901836 983072 7320392    0    0     0   105 2047 5600  4  1 95  0  0
 1  0      0 2884368 983088 7322776    0    0     0   153 2862 7423  5  1 93  0  0
 0  0      0 2909536 983104 7319772    0    0     0   107 1984 4943  3  1 96  0  0
 0  0      0 2891444 983108 7322964    0    0     0   177 2502 6618  5  1 93  0  0
 0  0      0 2867136 983112 7322040    0    0     0   281 2696 7109  5  1 93  0  0
 1  0      0 2886244 983116 7314324    0    0     0    33  905 2252  1  0 99  0  0
 0  0      0 2903212 983124 7313624    0    0     0   159  873 2074  1  0 99  0  0
 1  0      0 2905108 983128 7313508    0    0     0    90  962 2575  1  0 98  0  0
 1  0      0 2904988 983128 7317932    0    0     0    67 1212 3381  2  1 98  0  0
 0  0      0 2893016 983568 7317628    0    0     0   910 1131 3274  1  0 98  0  0
 0  0      0 2907396 983572 7318232    0    0     0    18  827 2067  1  0 99  0  0
 2  0      0 2906468 983580 7315612    0    0     0   233  945 2470  1  0 98  0  0
 0  0      0 2890504 983584 7318088    0    0     0    74 1172 3504  2  1 98  0  0
 0  0      0 2903596 983592 7318008    0    0     0    74  997 2645  1  0 98  0  0
 0  0      0 2906800 983600 7318108    0    0     0    83  956 2669  1  0 98  0  0
 2  0      0 2908248 983612 7336440    0    0     0    92 3046 7650  6  2 93  0  0
 0  0      0 2923552 983632 7337988    0    0     0   150 2951 7769  6  1 92  0  0
 0  0      0 2919884 983632 7341700    0    0     0    68 2073 5346  4  1 95  0  0
 1  0      0 2911288 983640 7337692    0    0     0    88 1935 4875  3  1 96  0  0
 0  0      0 2917708 983644 7342332    0    0     0    80 2448 6536  5  1 94  0  0
 1  0      0 2917208 983644 7340268    0    0     0    74 2270 5683  4  1 95  0  0
 1  0      0 2881500 983912 7343292    0    0     0   916 2453 7189  5  1 94  0  0
 1  0      0 2853352 983928 7351996    0    0     0   150 1671 4698  3  1 96  0  0
 0  0      0 2855008 983928 7336020    0    0     0   298 1872 4962  3  1 96  0  0
 0  0      0 2851272 983932 7335592    0    0     0    56  918 2156  1  0 98  0  0
 0  0      0 2864824 983932 7334992    0    0     0   118  933 2283  1  0 98  0  0
 0  0      0 2834268 983948 7372820    0    0     0   110 2903 5127  3  1 95  0  0
 0  0      0 2873368 983948 7355352    0    0     0    63 4367 7883  5  1 93  0  0
 0  0      0 2889956 983952 7336032    0    0     0    38 3837 6449  4  1 95  0  0
 1  0      0 2881600 984004 7353572    0    0    51   217 2267 3755  3  1 96  0  0
 0  0      0 2754276 984004 7423420    0    0   334  1758 4209 6264  4  1 95  0  0
 0  0      0 2784648 984020 7396264    0    0     0  7099 3131 3900  1  1 98  0  0
 0  0      0 2798112 984024 7388912    0    0     0    20 2278 3548  2  1 98  0  0
 0  0      0 2789112 984372 7384180    0    0     0   876 2410 3850  1  1 98  0  0
 0  0      0 2784480 984372 7388272    0    0     0     3 3028 3733  1  1 98  0  0
 0  0      0 2772436 984372 7393148    0    0     0    69 3432 5384  3  1 96  0  0
 0  0      0 2792116 984388 7398176    0    0     0   244 3734 4981  3  1 96  0  0
 0  0      0 2751752 984412 7428632    0    0     0   136 1670 4356  3  1 96  0  0
 0  0      0 2755708 984432 7424148    0    0     0   128 3409 8402  7  2 91  0  0
 2  0      0 2736340 984464 7440552    0    0     0   126 4025 10154 10  2 88  0  0
 0  0      0 2763556 984480 7433748    0    0     0   115 2307 6210  4  1 94  0  0
 4  0      0 2664132 984488 7482380    0    0     0   108 1676 4656  3  1 96  0  0
 0  0      0 2616804 984504 7530980    0    0     0   129 2649 7104  6  1 93  0  0
 2  0      0 2649108 984516 7509620    0    0     6   442 1989 4558  4  1 95  0  0
 1  0      0 2656836 984548 7475720    0    0     0   120 2596 7272  5  1 94  0  0
 1  0      0 2560516 984836 7557604    0    0     0  1293 2908 8637  5  1 94  0  0
 0  0      0 2663948 984852 7463088    0    0     1    23 1711 3808  2  1 97  0  0
 3  0      0 2582484 984932 7483440    0    0     0  4746 2643 7192  6  1 92  0  0
 0  0      0 2631224 984932 7467308    0    0     0     0 1460 4108  2  1 97  0  0
 0  0      0 2556352 984936 7554272    0    0     0    68 2728 6654  5  1 93  0  0
 0  0      0 2604964 984936 7521444    0    0     0    21 1396 2998  2  1 97  0  0
 0  0      0 2613048 984948 7523428    0    0     0   156 1130 2433  1  1 98  0  0
 1  0      0 2458180 985012 7595848    0    0    42   803 3850 13218  6  2 92  0  0
 1  0      0 2507232 985020 7555824    0    0     2   959 2677 8249  5  2 93  0  0
 0  0      0 2289616 985052 7656696    0    0    13   733 4938 16298 10  3 87  0  0
 2  0      0 2358408 985060 7608408    0    0     0   194 2085 5827  4  1 94  0  0
 0  0      0 2311716 985140 7627452    0    0     0   446 2968 9140  7  2 91  0  0
 0  0      0 2196668 985244 7719212    0    0     5   901 2754 8814  5  2 93  0  0
 0  0      0 2187172 985256 7770304    0    0     0   227 3854 9282  7  2 91  0  0
 0  0      0 2192424 985268 7749896    0    0     0  2029 2220 6007  4  1 95  0  0
 1  0      0 2304980 985276 7672356    0    0     0   765 1640 4126  3  1 96  0  0
 0  0      0 2272716 985280 7684056    0    0     0   174 1666 4689  3  1 96  0  0
 0  0      0 2251408 985296 7682828    0    0     0   238 1704 4962  3  1 96  0  0
 0  0      0 2239184 985300 7681276    0    0     0    82 1288 3409  2  0 98  0  0
 0  0      0 2241256 985300 7669648    0    0     0   514  992 2586  2  0 98  0  0
 0  0      0 2329880 985304 7649044    0    0     1    55 1594 4590  3  1 96  0  0
 0  0      0 2246020 985316 7718216    0    0     2   860 2240 6824  4  2 94  0  0
 0  0      0 2362144 985320 7634992    0    0     2    21 2775 7492  6  2 92  0  0
 0  0      0 2362584 985320 7636256    0    0     0    12 1857 5279  4  1 95  0  0
 0  0      0 2367672 985572 7619584    0    0     0   875 1207 3440  1  1 98  1  0
 0  0      0 2401800 985572 7591140    0    0     0   288 1018 2202  2  0 98  0  0
 0  0      0 2357640 985576 7634988    0    0     0    46 1751 4908  3  1 96  0  0
 1  0      0 2367788 985576 7631928    0    0     0   119 1243 3566  2  1 97  0  0
 0  0      0 2386224 985576 7613452    0    0     0   111  752 1768  1  0 99  0  0
 1  0      0 2385584 985576 7612980    0    0     0     0  701 1770  1  0 99  0  0
 0  0      0 2326056 985580 7665840    0    0     0    21 2259 6662  5  1 94  0  0
 2  0      0 2316888 985580 7678136    0    0     0    54 1889 5483  3  1 95  0  0
 2  0      0 2351984 985580 7641240    0    0     0    45 1534 3254  2  1 97  0  0
 2  0      0 2329876 985584 7666072    0    0     0    82 1835 5639  3  1 96  0  0
 0  0      0 2332152 985596 7660112    0    0     0   142 1045 2899  1  1 98  0  0
 0  0      0 2385884 985596 7605200    0    0     0    41  774 1931  1  0 99  0  0
 1  0      0 2335220 985748 7635796    0    0     0   946 1435 4452  2  0 97  0  0
 0  0      0 2325892 985748 7646288    0    0     0   113 1212 3349  2  0 98  0  0
 0  0      0 2329852 985752 7651276    0    0     0   448 1303 3793  2  0 98  0  0
 0  0      0 2328108 985756 7647236    0    0     0    26 1035 2631  1  0 98  0  0
 1  0      0 2348052 985764 7632904    0    0     0    78  787 1979  1  0 99  0  0
 0  0      0 2340476 985768 7653644    0    0     0    68 2169 5703  4  1 95  0  0
 0  0      0 2363956 985780 7634416    0    0     0   114 1217 3350  1  0 98  0  0
 0  0      0 2260880 985784 7658664    0    0    27   193 2658 9032  4  1 94  0  0
 0  0      0 2319356 985784 7617188    0    0     0    80 1584 3951  2  1 97  0  0
 0  0      0 2325324 985788 7610032    0    0     0   119 1141 3048  1  0 98  0  0
 0  0      0 2340636 985788 7600620    0    0     0    77 2522 2720  1  0 98  0  0
 0  0      0 2346204 985792 7597708    0    0     0    50  895 2193  1  0 98  0  0
 0  0      0 2331860 986056 7598016    0    0     0   867 1378 4371  1  1 98  0  0
 0  0      0 2329300 986060 7593848    0    0     0    30 1144 3199  1  0 98  0  0
 0  0      0 2326752 986060 7591856    0    0     0   150 1355 3745  2  0 97  0  0
 0  0      0 2317000 986060 7600556    0    0     0    95 1618 4440  2  1 96  0  0
 0  0      0 2325040 986064 7598376    0    0     0    50 1217 3099  2  0 97  0  0
 0  0      0 2334572 986064 7590640    0    0     0    61 1381 3109  2  0 98  0  0
 1  0      0 2337268 986076 7590104    0    0     0    80 1067 2884  1  0 98  0  0
 0  0      0 2336772 986080 7594744    0    0     0    38 2472 7410  5  2 94  0  0
